project title,tagline,description,ideas,technologies,topics,contributor_guidance,url
Internet Archive,Universal Access to All Knowledge,The Internet Archive is a non-profit digital library. We are the home of the Wayback Machine.,https://docs.google.com/document/d/1oHNwPNYmHV5q3puBfv6IQFs-4gTe9XLN2iz2Lgse-1k/edit?tab=t.0,"python, javascript, go, elasticsearch, hadoop","library, media, archiving",,https://summerofcode.withgoogle.com/programs/2023/organizations/internet-archive
Open Robotics,Open source software for robotics,"Supporting the development, distribution, and adoption of open source software for use in robotics research, education, and product development.",https://github.com/osrf/osrf_wiki/wiki/GSoC25,"ros, gazebo, ignition, Open-RMF","robotics, simulation, fleet management",https://github.com/osrf/osrf_wiki/wiki/GSoC25#application-template-for-students,https://summerofcode.withgoogle.com/programs/2023/organizations/open-robotics
omegaUp,Open CS Education as a catalyst for social change,"omegaUp is a non-profit organization (501c3) aimed to increase the number of talented Software Engineers in Latin America. Our open source platform omegaUp.com lets students immerse in a learning environment that fosters self paced learning of computer science skills with a democratic access to state-of-the-art learning tools. Teachers and tutors can create new coding challenges or use existing ones to start online programming competitions with local, national or even international reach, with automated grading of student's coding solutions. The omegaUp.com platform also enables teachers to leverage Competitive Programming tools and concepts inside the classroom to improve their educational experience.",https://github.com/omegaup/omegaup/wiki/Google-Summer-of-Code-2025,"python, mysql, php, typescript, vue.js","education, web, cloud, edtech, UX/UI",https://github.com/omegaup/omegaup/wiki/Google-Summer-of-Code-2025,https://summerofcode.withgoogle.com/programs/2023/organizations/omegaup
AboutCode,"Scan code for origin, license and vulnerabilities","AboutCode.org is a community of open source developers who are trying to make open source easier to use by providing open source tools to discover, identify and track open source components (aka. Software Composition Analysis – SCA). This includes tools, data and standards for code origin, FOSS licenses and security vulnerabilities.",https://github.com/aboutcode-org/aboutcode/wiki/GSOC-2025-Project-Ideas,"python, javascript, Django+PostgreSQL, C/Rust/Go","dependencies, vulnerabilities, SoftwareCompositionAnalysis, License, SBOM",https://github.com/aboutcode-org/aboutcode/wiki/GSOC-2025,https://summerofcode.withgoogle.com/programs/2023/organizations/aboutcode
The Tor Project,Defend yourself against tracking and surveillance.,"We believe everyone should be able to explore the internet with privacy. We are the Tor Project, a 501(c)(3) US nonprofit. We advance human rights and defend your privacy online through free software and open networks.",https://gitlab.torproject.org/tpo/team/-/wikis/GSoC,"c, python, web, rust","security, privacy, anti-censorship, Human Rights, Surveillance",https://gitlab.torproject.org/tpo/team/-/wikis/How-To-Apply-to-Google-Summer-of-Code,https://summerofcode.withgoogle.com/programs/2023/organizations/the-tor-project
caMicroscope,Toolkit for cancer imaging research,"caMicroscope is a digital pathology data management, visualization and analysis platform. It consists of a set of web services to manage digital pathology images, associated clinical and imaging metadata, and human/machine generated annotations and markups. The image visualization client consists of HTML5 based web clients that support interactive rendering of the digitized image, and the creation and display of annotations and markups. In addition to the core caMicroscope digital pathology management framework, caMicroscope organization also consists of several other open source tools, in the domains of healthcare and big data. caMicroscope is used by several medical research organizations.",https://github.com/camicroscope/GSOC,"python, javascript, mongodb, opencv, node","data visualization, image analysis, AI/ML, microscopy, dicom pathology",https://github.com/camicroscope/GSOC,https://summerofcode.withgoogle.com/programs/2023/organizations/camicroscope
Open Chemistry,Advancing Open Source & Open Science for Chemistry,"The Open Chemistry project is a collection of open source, cross platform libraries and applications for the exploration, analysis and generation of chemical data. The organization is an umbrella of projects developed by long-time collaborators and innovators in open chemistry such as the Avogadro, Open Babel, RDKit and cclib projects. These projects have been downloaded over 1,000,000 times and cited in over 2,000 academic papers. Our goal is to improve the state of the art, and facilitate the open exchange of chemical data and ideas while utilizing the best technologies from quantum chemistry codes, molecular dynamics, informatics, analytics, and visualization.",https://wiki.openchemistry.org/GSoC_Ideas_2024,"python, javascript, opengl, c++, c++14","data science, graphics, scientific visualization, cheminformatics, quantum chemistry",https://wiki.openchemistry.org/Applying_to_GSoC,https://summerofcode.withgoogle.com/programs/2023/organizations/open-chemistry
GNU Radio,The free & open software radio ecosystem,"GNU Radio is a free & open-source software development toolkit that provides signal processing blocks to implement software radios. It can be used with readily-available low-cost external RF hardware to create software-defined radios, or without hardware in a simulation-like environment. It is widely used in research, industry, academia, government, and hobbyist environments to support both wireless communications research and real-world radio systems. In brief, a software radio is a radio system which performs the required signal processing in software instead of using dedicated integrated circuits in hardware. The benefit is that since software can be easily replaced in the radio system, the same hardware can be used to create many kinds of radios for many different communications standards; thus, one software radio can be used for a variety of applications! You can use GNU Radio to write applications to receive and transmit data with radio hardware, or to create entirely simulation-based applications. GNU Radio has filters, channel codes, synchronization elements, equalizers, demodulators, vocoders, decoders, and many other types of blocks which are typically found in signal processing systems. More importantly, it includes a method of connecting these blocks and then manages how data is passed from one block to another. Extending GNU Radio is also quite easy; if you find a specific block that is missing, you can quickly create and add it. GNU Radio applications can be written in either C++ or Python, while the performance-critical signal processing path is implemented in C++ using processor floating-point extensions where available. This enables the developer to implement real-time, high-throughput radio systems in a simple-to-use, rapid-application-development environment.",https://wiki.gnuradio.org/index.php?title=GSoCIdeas,"python, c++, qt, simd","real-time, dsp, communications engineering, cybersecurity, Software-Defined Radio",https://www.gnuradio.org/gsoc/,https://summerofcode.withgoogle.com/programs/2023/organizations/gnu-radio
GitLab,Everyone can contribute,"Join GitLab's vibrant open source community and help shape the future of DevOps! As a leading DevOps platform, we're committed to making software development accessible to everyone. Whether you're an experienced developer or just starting your open source journey, your contributions – from code and documentation to translations and UX improvements – can impact millions of developers worldwide. Our friendly maintainers are always ready to mentor newcomers, and we've marked plenty of beginner-friendly tasks with ""quick-win"" labels. At GitLab, we believe in collaboration, transparency, and continuous improvement, building everything in the open and sharing with our community. Come be part of our mission to make software development better for everyone.",https://gitlab.com/gitlab-org/developer-relations/contributor-success/google-summer-of-code-2025/-/issues,"javascript, ruby on rails, go, ruby, vue","cloud, ai, devops, git, DevSecOps",https://contributors.gitlab.com/,https://summerofcode.withgoogle.com/programs/2023/organizations/gitlab
XMPP Standards Foundation,XSF develops an open-standard messaging protocol,"The XMPP Standards Foundation (XSF) is an independent, nonprofit standards development organization with the mission to build an open, secure, feature-rich, federated infrastructure for real-time communication and collaboration over the Internet. We seek to achieve that goal by developing the world’s best open protocols for instant messaging, presence, and other forms of near-real-time communication, based on the IETF’s Extensible Messaging and Presence Protocol (XMPP). By “best” we mean simplest, most extensible, most powerful, most secure. Moreover, we value freedom, openness, and good technical design.",https://wiki.xmpp.org/web/Google_Summer_of_Code_2024#Project_Ideas,"gtk, vala, xmpp, swift, Objective C","instant messaging, chat, WebRTC, Jingle, Real-Time Communication",https://wiki.xmpp.org/web/Google_Summer_of_Code_2024#Student_Proposal,https://summerofcode.withgoogle.com/programs/2023/organizations/xmpp-standards-foundation
Pitivi,Self-expression through filmmaking,"Pitivi is a truly unique video editor. It champions design and usability research: there is no eternal newbie. Pitivi's user interface is carefully designed to suit both the newcomer and the professional, to be efficient and intuitive. Pitivi's backend is the GStreamer Editing Services (GES) library. Built atop the giant shoulders of the industry-standard GStreamer multimedia framework, GES reduces fragmentation and risk while allowing diversity for application writers and adaptability for all kinds of purposes. Through GStreamer we have any multimedia building-block we might want in Pitivi.",https://developer.pitivi.org/GSoC_Ideas.html,"c, python, gtk, gstreamer","video processing, filmmaking, video editing",https://developer.pitivi.org/Google_Summer_of_Code.html,https://summerofcode.withgoogle.com/programs/2023/organizations/pitivi
The ENIGMA Team,A free rapid game development environment.,"ENIGMA is a game development environment comprising an IDE, Compiler, and Game Engine. ENIGMA is meant to be simple to learn and even simpler to work with. ENIGMA makes it refreshingly easy to stand up simple games. Recreating Atari Pong is a job for a handful of minutes. This is true in many modern engines, but unlike most, ENIGMA scales well to positively enormous games, as the engine (and ultimately, all user code) is written in C++. Users write code in EDL, a language similar to JavaScript (or, more to the point, Game Maker Language) which compiles intermediately to C++. The emitted C++ is optimized based on the game's asset usage, and the result is a C++ game project which can be built by any C++ compiler (we target Clang and GCC). This offers massive portability and library support. The compiler bundles a C++ parser which crawls the engine for definitions. This theoretically allows users to access library routines directly (e.g. OpenGL), though we recommend against this for portability reasons. This framework is another good surface for GSoC projects, though it's more advanced, so we've left it unexplored in our project ideas list. To really understand the utility of the project, consider a typical game, which uses ""rooms"" (a type of ENIGMA asset) to lay out instances of ""objects"" (game entity classes) visually. The objects contain code for specific events (such as step, draw, or keyboard) which can call out to scripts or begin timelines or start movement on paths. ENIGMA's compiler translates this to C++ and builds it against the engine after parsing both to learn how to integrate them.",https://enigma-dev.org/tracker/gsoc.php,"opengl, c++, qt5, recursive-descent","graphics, game development, compiler, programming, game design",,https://summerofcode.withgoogle.com/programs/2023/organizations/the-enigma-team
The FreeBSD Project,An OS for servers to embedded devices,"FreeBSD is an operating system renowned for its advanced networking capabilities, robust security features, and exceptional performance. It is used across a wide spectrum of computing environments, ranging from the most heavily trafficked websites to desktop computers and embedded devices. Our source code is the foundation for well-known products such as the Sony PlayStation, Junos (the operating system powering Juniper routers), and elements of Apple's macOS. Additionally, FreeBSD runs on servers at Netflix that stream terabits of video content every second. The FreeBSD Project has a rich history spanning over 30 years, originating in 1993 but rooted in work from the Berkeley Computer Systems Research Group dating back to 1978. Over the years, our codebase has undergone continuous development and played an important role in developing essential software components used by numerous open-source projects. Examples include bsnmp, jemalloc, libarchive, and OpenPAM. FreeBSD maintains an active mentoring program to welcome new developers into our vibrant community. With approximately 300 developers with write access to our repositories and numerous other contributors, our community thrives on collaboration and shared expertise. Many of our past Google Summer of Code contributors have transitioned into becoming key members of the FreeBSD development team. Communication within the FreeBSD community occurs through various channels, including mailing lists, forums, blogs, IRC channels, and user groups, all listed on our main website.",https://wiki.freebsd.org/SummerOfCodeIdeas,"c, llvm, assembly, make, POSIX shell","virtualization, operating system, Embedded System",https://www.freebsd.org/projects/summerofcode/,https://summerofcode.withgoogle.com/programs/2023/organizations/the-freebsd-project
OWASP Foundation,No more insecure software.,"As the world’s largest non-profit organization concerned with software security, OWASP: * Supports the building of impactful projects; * Develops & nurtures communities through events and chapter meetings worldwide; * Provides educational publications & resources in order to enable developers to write better software, and security professionals to make the world's software more secure.",https://owasp.org/www-community/initiatives/gsoc/gsoc2025ideas,"python, javascript, java, ZAP, Juice Shop","web, cloud, application security, cybersecurity, DevSecOps",,https://summerofcode.withgoogle.com/programs/2023/organizations/owasp-foundation
AOSSIE,Australian Umbrella Org for Open-Source Projects,"We are an Australian not-for-profit umbrella organization for open-source projects. We believe the open-source philosophy provides a resource-efficient channel to transfer knowledge and achieve innovation and education. In 2025, we will mentor contributors on the following projects: Agora (Scala, Javascript): a library of vote-counting algorithms for democratic elections. Mind the Word (Javascript, HTML, CSS): a browser extension that helps users to learn new languages. Crowd Alert (React-Native, Expo, Jest): a cross-platform mobile application that allows users to post and view incidents around them Carbon Footprint (Javascript, HTML, CSS): a browser extension that raises environmental awareness regarding C02 emissions. Starcross (iOS, C++, OpenGL, Objective-C): Starcross is a hand-held planetarium for your iOS device. Can be used to identify stars, planets, nebulae and more. Social Street Smart (Chrome Extension): Social Street Smart is a Chrome Extension that makes the Internet a more productive place for users. Using algorithms and artificial intelligence, the extension hopes to face the major problems of the modern Internet. Monumento(Mobile Application): to provide users with a unique experience of exploring and learning more about the various monumental structures all around the world within the app. We have a diverse group of mentors, including GSoC students from previous years who decided to become long-term contributors as well as academics with extensive experience in supervising undergraduate, M.Sc. and PhD students on theses and projects, whose results are often published and presented in the most prestigious conferences of our research fields.",https://aossie.org/ideas,"python, javascript, android, flutter, Blockchain","web, machine learning, natural language processing, mobile, backend",https://aossie.gitlab.io/pages/gsoc-details.html,https://summerofcode.withgoogle.com/programs/2023/organizations/aossie
Mayor's Office of New Urban Mechanics,Exploring new approaches to civic life.,"The City of Boston's Department of Innovation and Technology engages, empowers, and improves life for residents in the City through technology. Our team makes sure the networks, computers, and systems that support the City are secure and effective. We also manage the City’s websites and technologies focused on service delivery.",https://monum.github.io/gsoc-2023/,"python, javascript, ruby, tensorflow","web, machine learning, gis, civic tech, analytics",https://monum.github.io/gsoc-2023/guidance,https://summerofcode.withgoogle.com/programs/2023/organizations/mayors-office-of-new-urban-mechanics
CloudCV,Building platforms for reproducible AI Research,"CloudCV is a young open source cloud platform started in 2013 by students and faculty from Machine Learning and Perception Lab at Virginia Tech (now at Georgia Tech) with the aim to make AI research more reproducible. At CloudCV, we are building tools that enable researchers to build, compare and share state-of-the-art algorithms. We believe that one shouldn't have to be an AI expert to have access to cutting edge vision algorithms. Likewise, researchers shouldn't have to worry about building a service around their deep learning models to showcase and share it with others.",https://gsoc.cloudcv.org/,"python, django, docker, angularjs, aws","machine learning, artificial intelligence, computer vision, deep learning, AI/ML",https://github.com/Cloud-CV/GSoC-Ideas/wiki/GSOC-2025-Proposal-Template,https://summerofcode.withgoogle.com/programs/2023/organizations/cloudcv
JdeRobot,Toolkit for developing Robotics applications,"Robotics applications are typically distributed, made up of a collection of concurrent asynchronous components which communicate using some middleware (ROS messages, DDS...). Building robotics applications is a complex task. Integrating existing nodes or libraries that provide already solved functionality, and using several tools may increase the software robustness and shorten the development time. JdeRobot provides several tools, libraries and reusable nodes. They have been written in C++, Python or JavaScript. Our community mainly works on four development areas: 1.- Education in Robotics * RoboticsAcademy (https://jderobot.github.io/RoboticsAcademy/): a ROS-based framework to learn robotics and computer vision with drones, autonomous cars.... It is a collection of Python programmed exercises for engineering students. * Unibotics: a web based framework for teaching robotics. 2.- Robot Programming Tools * VisualCircuit (https://jderobot.github.io/VisualCircuit/) for robot programming with connected blocks, as in electronic circuits, in a visual way * VisualStates for robot programming with Finite State Machines in a visual way * WebSim2D robot simulator with web technologies 3.- MachineLearning in Robotics * DeepLearningSuite: neural networks for robot control. It includes the BehaviorMetrics tool for assessment of neural networks for autonomous driving * RL-Studio: Robotic library for the training of Reinforcement Learning algorithms * DetectionMetrics tool for evaluation of visual detection neural networks and algorithms 4.- FPGAs in Robotics * FPGA-robotics (https://github.com/JdeRobot/FPGA-robotics): programming robots with reconfigurable computing (FPGAs) using open tools as IceStudio and Symbiflow. Verilog-based reusable blocks for robotics applications. * NeuralFPGA: running deeplearning networks on FPGAs",https://jderobot.github.io/activities/gsoc/2025#ideas-list,"python, ros, gazebo, opencv, tensorflow","education, artificial intelligence, robotics, computer vision, developer tools",https://jderobot.github.io/activities/gsoc/2025#application-instructions-for-gsoc-2025,https://summerofcode.withgoogle.com/programs/2023/organizations/jderobot
MZmine and MS-DIAL,Open-source software for mass spectrometry,"Mass spectrometry is an analytical technique that measures the mass and abundance of small molecules with very high precision. However, the datasets produced by mass spectrometry instruments are complex and multi-dimensional. MZmine (https://mzmine.org; implemented in Java and JavaFX) and MS-DIAL (http://prime.psc.riken.jp/compms/msdial/main.html; implemented in C#) are popular open-source graphical software tools for mass spectrometry data processing. Both contain a library of processing algorithms and powerful visualization modules. Both MZmine and MS-DIAL are highly cited (>4500 cumulated citations in Pluskal et al., BMC Bioinformatics 2010 and Tsugawa et al., Nature Methods 2015) demonstrating the impact the software tools have in the biomedical research community. MZmine 3 is based on JavaFX for its user interface and provides support for cutting-edge techniques such as ion mobility separation. We aim to provide user-friendly, flexible, and extendable modular software covering the entire mass spectrometry data analysis workflow. MS-DIAL 5 follows the mind of MZmine, and the program is written by C# and WPF. As the unique functions, the program supports the chromatogram deconvolution for data independent acquisition. Furthermore, MS-DIAL 5 also supports the annotation function for various mass fragmentation techniques, mass spectrometry imaging, and proteomics, resulting in the environment for multiomics analysis. MZmine successfully participated in Google Summer of Code in the years 2017, 2018, and 2019 under the OpenChemistry umbrella, and in 2020 and 2022 as its own organization. Now both MZmine and MS-DIAL projects team up for GSoC 2023.",https://mzmine-ms-dial-gsoc.github.io/,"java, c#, javafx","data science, graphics, cheminformatics, mass spectrometry, feature detection",https://mzmine-ms-dial-gsoc.github.io/,https://summerofcode.withgoogle.com/programs/2023/organizations/mzmine-and-ms-dial
The Honeynet Project,Honeypots and Threat Intelligence R&D,"The Honeynet Project is a leading international 501c3 non-profit security research organization, dedicated to investigating the latest attacks and developing open source security tools to improve Internet security. With Chapters around the world, our volunteers have contributed to fight against malware (such as Conficker), discovering new attacks and creating security tools used by businesses and government agencies all over the world. The Honeynet Project uses GSoC as a incubator for new R&D projects, and to recruit active new members.",https://www.honeynet.org/gsoc/gsoc-2025/google-summer-of-code-2025-project-ideas/,"python, javascript, django, go, docker","honeypots, malware analysis, Threat Intelligence",https://www.honeynet.org/gsoc/,https://summerofcode.withgoogle.com/programs/2023/organizations/the-honeynet-project
52°North Spatial Information Research GmbH,Innovative ideas & technologies in geoinformatics,"52°North is an open source initiative in the field of geoinformatics. Core topics of our activities are for example sensor web, web-based geoprocessing and earth observation.",https://52north.org/outreach-dissemination/google-summer-of-code/project-ideas/,"javascript, android, java, web services, ogc standards","citizen science, spatial information infrastructures, open standards, data analytics, Geoinformation",https://52north.org/software/contribute/,https://summerofcode.withgoogle.com/programs/2023/organizations/52north-spatial-information-research-gmbh
Eclipse Foundation,The Global Open Source Foundation,"The Eclipse Foundation provides our global community of individuals & organizations with a mature, scalable, and business-friendly environment for OSS collaboration and innovation. Eclipse is an open source community that's focused around key principles of transparency, openness, and vendor neutrality: the work that we do is done in a manner that can be observed by anybody with an interest; project teams welcome new ideas, and invites others to participate; and vendor neutrality ensures that no single vendor can dominate a project and that everybody plays by the same set of rules (a so-called ""level playing field""). Naturally, Eclipse projects are also all about the code. With over three hundred and sixty (https://projects.eclipse.org/) open source projects covering a diverse set of of technologies, there's something here for everybody. Eclipse projects build technology in areas such as Internet of Things (https://projects.eclipse.org/technology-type/internet-things), Programming Languages and IDE (https://projects.eclipse.org/technology-type/language), and Runtimes (https://projects.eclipse.org/technology-type/runtime) like Jetty and EE4J (http://www.eclipse.org/ee4j) (currently known as Java EE). For those students interested in research, we have an entire working group focused on Science (https://projects.eclipse.org/projects/science) where researches from some of the world's most prestigious labs do open source development to support their research areas.",https://gitlab.eclipse.org/eclipsefdn/emo-team/gsoc-at-the-ef/-/issues/?sort=due_date&state=opened&label_name%5B%5D=Project%20Idea&label_name%5B%5D=GSoC%202025&first_page_size=50,"java, rtos, eclipsejavaide, jakartaee, softwaredefinedvehicles","robotics, automotive, tools, cloud native java, iot & edge",https://gitlab.eclipse.org/eclipsefdn/emo-team/gsoc-at-the-ef/-/blob/main/README.md,https://summerofcode.withgoogle.com/programs/2023/organizations/eclipse-foundation
Open Genome Informatics,Open access genomics and bioinformatics projects,"The Open Genome Informatics group represents an umbrella organization consisting of several open source and open access genomics and bioinformatics projects worldwide. Our goals are to develop and maintain a collection of sustainable software tools for managing, analyzing, visualizing, storing, and disseminating genomic data.",http://gmod.org/wiki/GSOC_Project_Ideas_2024,"python, react, r-project, graph, angular","genomics, bioinformatics, biology, data discovery",http://gmod.org/wiki/GSoC,https://summerofcode.withgoogle.com/programs/2023/organizations/open-genome-informatics
KubeVirt,Building a virtualization API for Kubernetes,"KubeVirt is a virtual machine management extension for Kubenetes, allowing you to create and manage virtualised workloads natively alongside container workloads. It does this by adding virtualization resources through the Kubernetes Custom Resource Definition API. KubeVirt is a Cloud Native Computing Project (CNCF) incubating project.",https://github.com/kubevirt/community/wiki/Google-Summer-of-Code-2025,"golang, grpc","virtualization, containers, kubernetes",https://github.com/kubevirt/community/wiki/Google-Summer-of-Code-2025#how-and-where-to-find-help,https://summerofcode.withgoogle.com/programs/2023/organizations/kubevirt
SPDX,An open ISO standard for SBOMs,"SPDX is an open standard for communicating software bill of material information, including provenance, license, security, and other related information. SPDX reduces redundant work by providing common formats for organizations and communities to share important data, thereby streamlining and improving compliance, security, and dependability. The SPDX specification is recognized as the international open standard for security, license compliance, and other software supply chain artifacts as ISO/IEC 5962:2021.",https://github.com/spdx/GSoC,"python, java, json, go, rdf","compliance, licensing, data, vulnerabilities",https://github.com/spdx/GSoC,https://summerofcode.withgoogle.com/programs/2023/organizations/spdx
CCExtractor Development,"TV, Rust, Flutter, Linux, VR and C. In any order.","CCExtractor Development is the creator of the de-facto captions extraction tool - CCExtractor. It is the one tool that is free, portable, open source and community managed that can take a recording from a TV show and generate an external subtitle file for it. If you regularly watch content with subtitles you download from fan sites - you should know that the source file is most likely generated by CCExtractor. If you are a student in a university that uses subtitles for natural language study, you should know that most likely we are involved somehow. While we already support subtitles from North America, Europe, Australia and more, our world map is not yet complete. We are actively looking for students that want to help us fill the gaps. We also want to automate many of the processes that are currently done manually, such as achieving perfect sync, our media file management. In addition to continuously evolve our core tool, we have a growing number of new projects: support, AI, rclone, cloud, flutter, peer-to-peer and a few more that are starting to take shape. The best part is - students have flexibility of choosing projects from a wide range of topics & technologies and even propose their own. We provide exceptional resources for students. Read more about the perks on our website. We’re very excited to take part in GSoC for the 9th time. Most of our past students are still involved and are active in the community, which simply goes on to show how friendly and approachable is the environment. If you want to be a part of such community and help achieve our goals, come join our Slack group or mailing list!",https://ccextractor.org/docs/ideas_page_for_summer_of_code_2025/,"c, linux, rust, flutter","vr, linux, video, subtitles, mobile",https://ccextractor.org/docs/ideas_page_for_summer_of_code_2025/#your-proposal,https://summerofcode.withgoogle.com/programs/2023/organizations/ccextractor-development
R project for statistical computing,R software for statistical computing & graphics,"R provides a wide variety of statistical and graphical techniques, and is highly extensible. R is often the tool of choice for research in statistical methodology. R is an integrated suite of software facilities for data manipulation, calculation and graphical display. It includes * an effective data handling and storage facility, * a suite of operators for calculations on arrays, in particular matrices, * a large, coherent, integrated collection of intermediate tools for data analysis, * graphical facilities for data analysis and display either on-screen or on hardcopy, and * a well-developed, simple and effective programming language which includes conditionals, loops, user-defined recursive functions and input and output facilities. The term “environment” is intended to characterize it as a fully planned and coherent system, rather than an incremental accretion of very specific and inflexible tools, as is frequently the case with other data analysis software. R, like S, is designed around a true computer language, and it allows users to add additional functionality by defining new functions. Much of the system is itself written in the R dialect of S, which makes it easy for users to follow the algorithmic choices made. For computationally-intensive tasks, C, C++ and Fortran code can be linked and called at run time. Advanced users can write C code to manipulate R objects directly. Many users think of R as a statistics system. We prefer to think of it of an environment within which statistical techniques are implemented. R can be extended (easily) via packages. There are about eight packages supplied with the R distribution and many more are available through the CRAN family of Internet sites covering a very wide range of modern statistics. R has its own LaTeX-like documentation format, which is used to supply comprehensive documentation, both on-line in a number of formats and in hardcopy.",https://github.com/rstats-gsoc/gsoc2025/wiki/table-of-proposed-coding-projects,"c, javascript, c++, r-project, fortran","visualization, machine learning, data science, graphics, statistics",https://github.com/rstats-gsoc/gsoc2022/wiki,https://summerofcode.withgoogle.com/programs/2023/organizations/r-project-for-statistical-computing
MetaCall,Simplifying the embedding of programming languages,"When working with different technologies and developers of different programming languages, the productivity of the entire team worsens due to the lack of interoperability and communication between them. If the developers need two technologies which are written in different programming languages, for instance, a C/C++ library called from NodeJS, the team usually needs to port to one of the two languages or write a wrapper around them. Maintaining a port of a library or the plumbing code is frequently error-prone, time-consuming, and does not add any value to the final product. The main objective of MetaCall is to provide a transparent interoperability in both ways, no matter what language you are using, so you feel like you are using a library written in the same language but in fact, it may be written in C, NodeJS or any other language. MetaCall currently provides a mechanism to introspect the types and function signatures, which allows us to provide this type info to the caller language. You can have type safety and at the same time avoid boilerplate in both directions. It addresses the main shortcomings of embedding independent languages separately. Having a common implementation with a plugin architecture allows you to implement newer languages without rewriting more code. With a single solution you get C#, Ruby, Python or any other language you prefer. We can improve the core continuously and add new languages. Finally, we are using the polyglot runtime in cloud computing so we take advantage of the interoperability capabilities and allow to build complex polyglot distributed systems with ease. It is possible to build monolithic and mono-repo projects that can be distributed and scaled separately through our Function as a Service built on top of MetaCall, allowing the developer to maximize the productivity without the need of DevOps plumbing or thinking about intercommunication protocols and architectural details.",https://github.com/metacall/gsoc-2025,"python, c++, rust, nodejs, docker","cloud, polyglot, faas, languages, ffi",https://github.com/metacall/gsoc-2024,https://summerofcode.withgoogle.com/programs/2023/organizations/metacall
Qdrant,Vector Search Database for the new AI generation.,"Qdrant is powering the next generation of AI applications with advanced and high-performant vector similarity search technology. Our main project is the Vector Search Engine and Database. It is open-source and written in Rust 🦀. With Qdrant, embeddings or neural network encoders can be turned into full-fledged applications for matching, searching, recommending, and much more!",https://qdrant.notion.site/GSoC-2024-ideas-1dfcc01070094d87bce104623c4c1110,"python, javascript, rust","databases, machine learning, Search Engines",https://github.com/qdrant/qdrant/blob/master/CODE_OF_CONDUCT.md,https://summerofcode.withgoogle.com/programs/2023/organizations/qdrant
The ns-3 Network Simulator Project,ns-3 is a simulation tool for computer networks.,"Are you interested in contributing to a widely-used performance evaluation tool for computer networking research? ns-3 is a *discrete-event, packet-level network simulator* with an emphasis on networking research and education. Users of ns-3 can construct simulations of computer networks using models of traffic generators, protocols such as TCP/IP, and devices and channels such as Wi-Fi and LTE, and analyze or visualize the results. Simulation plays a vital role in the research and education process, because of the ability for simulations to obtain reproducible results (particularly for wireless protocol design), scale to large networks, and study systems that have not yet been implemented. A particular emphasis in ns-3 is a high degree of realism in the models (including frameworks for using real application and kernel code) and integration of the tool with virtual machine environments and testbeds. Very large scale simulations are possible; simulations of hundreds of millions of nodes have been published. ns-3 has been in development since 2005 and has been making regular releases since June 2008. The simulator is written in C++, with bindings for Python scripting, and uses the CMake build system. We use a GPLv2 licensing model and heavily use mailing lists and Zulip chat, but typically not other social media.",https://www.nsnam.org/wiki/GSOC2025Projects,"python, django, c++","computer networking, network simulation",https://www.nsnam.org/wiki/GSOC2025ContributorGuide,https://summerofcode.withgoogle.com/programs/2023/organizations/the-ns-3-network-simulator-project
National Resource for Network Biology (NRNB),Developing open source tools for network biology,"The National Resource for Network Biology (NRNB, https://www.nrnb.org) organizes the development of free, open-source software technologies to enable network-based visualization, analysis, and biomedical discovery. Biomedical research is increasingly dependent on knowledge expressed in terms of networks, including gene, protein and drug interactions, cell-cell and viral-host communication, and vast social networks. Our technologies enable researchers to assemble and analyze these networks and to use them to better understand biological systems and, in particular, how they fail in disease. The NRNB mentoring organization includes projects such as Cytoscape (https://cytoscape.org/), WikiPathways (https://wikipathways.org/), SBML (https://sbml.org/), and SBGN (https://sbgn.github.io/). This is a great opportunity to work at the intersection of biology and computing! For example, Cytoscape is downloaded over 20,000 times per month by researchers. We take mentoring seriously and are proud of our 96% success rate (https://www.nrnb.org/alumni.html#gsoc-tab) with former students and projects. But don’t take our word for it, read testimonials from prior NRNB students (https://www.nrnb.org/testimonials.html#student-tab) and mentors (https://www.nrnb.org/testimonials.html#mentor-tab).",https://github.com/nrnb/GoogleSummerOfCode/issues,"python, javascript, json, html, css","machine learning, web application, data science, scientific computing, network biology",https://docs.google.com/document/d/1Zi6L38CHEeq2aL6xzv0Ozhd_Y6D71W3yCBGHplmxr6k/edit?usp=sharing,https://summerofcode.withgoogle.com/programs/2023/organizations/national-resource-for-network-biology-nrnb
openSUSE Project,"Makers' choice for sysadmins, developers & users","The openSUSE Project is a worldwide effort that promotes the use of Linux, tools around it, and open source. The openSUSE community is made up of multiple contributing communities that collaborate as part of a global open-source network. The openSUSE community develops, builds and maintains many of the packages, tools and infrastructure for the distribution. The community works together in an open, transparent and friendly manner as part of the global Free and Open Source Software community. openSUSE creates one of the world's best Linux distributions, as well as a variety of tools, such as OBS, OpenQA, Kiwi, YaST, OSEM and Uyuni. Distributions include a rolling release (Tumbleweed), a stable annual release (Leap) and operating systems for edge, embedded, cloud and containers through MicroOS and ALP. The project is controlled by its community and relies on the contributions of individuals, working as testers, writers, translators, usability experts, artists and ambassadors or developers. The project embraces a wide variety of technology, people with different levels of expertise, speaking different languages and having different cultural backgrounds.",https://github.com/openSUSE/mentoring/issues,"python, c/c++, go, ruby, reactjs javascript","AIML, operating system developer tools, containers kubernetes, Security Cryptography, systems management",https://github.com/openSUSE/mentoring/wiki/Contributor-Guidance-for-Google-Summer-of-Code,https://summerofcode.withgoogle.com/programs/2023/organizations/opensuse-project
