project title,tagline,description,ideas,technologies,topics,contributor_guidance,url
Ceph,The Future of Storage,"An open-source storage platform that implements storage on a single distributed computer cluster and provides a 3-in-1 interface for object-, block- and file-level storage.",https://ceph.io/en/developers/google-summer-of-code/,"python, javascript, c++","distributed systems, Software-Defined-Storage",https://docs.ceph.com/en/latest/dev/developer_guide/,https://summerofcode.withgoogle.com/programs/2022/organizations/ceph
RTEMS Project,A real-time operating system for Earth & Space,"RTEMS (Real-Time Executive for Multiprocessor Systems) is a free real-time operating system (RTOS) designed for deeply embedded systems such as automobile electronics, robotic controllers, and on-board satellite instruments. RTEMS is free open source software that supports multi-processor systems for over a dozen CPU architectures and over 150 specific system boards. In addition, RTEMS is designed to support embedded applications with the most stringent real-time requirements while being compatible with open standards such as POSIX. RTEMS includes optional functional features such as TCP/IP and file systems while still offering minimum executable sizes under 20 KB in useful configurations. The RTEMS Project is the collection of individuals, companies, universities, and research institutions that collectively maintain and enhance the RTEMS software base. As a community, we are proud to be popular in the space application software and experimental physics communities. RTEMS has been to Venus, circles Mars, is aboard Curiosity, is in the asteroid belt, is on its way to Jupiter, and is circling the sun. It is in use in many high energy physics research labs around the world. There are many RTEMS users who do not belong to the space or physics communities, but our small part in contributing to basic scientific knowledge makes us proud.",https://projects.rtems.org/gsoc/,"python, c/c++, assembly, posix","kernel, embedded, real-time, multicore, rtos",https://projects.rtems.org/gsoc/,https://summerofcode.withgoogle.com/programs/2022/organizations/rtems-project
Submitty,Homework Autograding and Course Management Tools,"Submitty is an open source programming assignment submission system with secure and automated testing and grading, efficient manual TA/instructor grading, and additional tools for overall course management and communication between students and instructional staff. Submitty was launched by the Rensselaer Center for Open Source Software (RCOS) in 2014. https://github.com/Submitty/ Key Features + Secure testing of many programming languages: Python, C/C++, Java, etc. + Customizable automated grading with immediate feedback to students, and optional hidden or randomized tests. + Advanced grading tools: static analysis, JUnit, code coverage, memory debuggers, networked assignments, custom Docker containers, and screenshots/GIFs of graphics programs. + Individual or team assignments submittyed by drag-and-drop or version control. + Correct mistakes through multiple submissions, flexible ``late day’’ policy + Interface for complementary instructor/TA manual grading, regrade requests, anonymized peer grading. + Instructor bulk upload of scanned .pdf exams, QR code name matching, pdf annotation. + Supports course material hosting, term grades spreadsheet, plagiarism detection. + Integrated discussion forum, email announcements, lecture polling, office hours queue, and student activity dashboard. + Scales to multiple courses, thousands of students, multiple instructors and TAs per course + Open-source, free to use, install on your own hardware, or VPS Submitty has been used at a half dozen other universities and we aim to grow to more users and developers. The courses using Submitty cover the undergraduate and graduate curriculum from introductory programming courses, intermediate and advanced theory courses, popular junior/senior electives with team projects and written reports, and specialized graduate courses. We regularly present our work at the annual ACM SIGCSE conference.",https://submitty.org/developer/getting_started/project_ideas,"python, postgresql, javascript, c++, php","education, visualization, web, privacy/security, communication",https://submitty.org/developer/google_summer_of_code,https://summerofcode.withgoogle.com/programs/2022/organizations/submitty
cBioPortal for Cancer Genomics,Aid discovery in complex cancer genomics data,"The cBioPortal for Cancer Genomics is a resource designed to provide broad community access to cancer genomic data. It provides a unique user­-friendly and ""biology­-centric computational user interface"", with the goal of making genomic data more easily accessible to translational scientists, biologists, and clinicians. The interface was explicitly built and continues to evolve with careful usability studies involving multiple biological and clinical users, and an active and engaged user base. The public instance of cBioPortal (https://cbioportal.org/) is now one of the most popular online resources for cancer genomics data and attracts more than 4,000 unique visitors (cancer researchers and clinicians) per day. The two papers documenting the cBioPortal Cerami et al. Cancer Discov. 2012 & Gao et al. Sci. Signal. 2013 have been cited more than 5,600 and 5,100 times, respectively, since their publication. There are more than 30 actively used cBioPortal instances in hospitals, universities, pharmaceutical companies, and other institutes all over the globe. We are a group of software engineers, bioinformaticians, and cancer biologists building software solutions for precision medicine for cancer patients. Our overall goal is to build infrastructure to support clinical decisions for personalized cancer treatment by utilizing “big data” of cancer genomics and patient clinical profiles. Our multi-institutional team currently has more than 30 active members, primarily from Memorial Sloan Kettering Cancer Center, the Dana-Farber Cancer Institute, Princess Margaret Cancer Centre, Children's Hospital of Philadelphia, and The Hyve, a bioinformatics company from the Netherlands.",https://github.com/cBioPortal/gsoc/issues?q=is%3Aissue%20state%3Aopen%20label%3AGSoC-2025,"mysql, javascript, java, react, typescript","genomics, cancer, bioinformatics, big data, precision medicine",https://github.com/cBioPortal/GSoC,https://summerofcode.withgoogle.com/programs/2022/organizations/cbioportal-for-cancer-genomics
OpenAFS,An opensource distributed filesystem product.,"AFS is a distributed filesystem product, pioneered at Carnegie Mellon University and supported and developed as a product by Transarc Corporation (now IBM Pittsburgh Labs). It offers a client-server architecture for federated file sharing and replicated read-only content distribution, providing location independence, scalability, security, and transparent migration capabilities. AFS is available for a broad range of heterogeneous systems including UNIX, Linux, MacOS X, and Microsoft Windows IBM branched the source of the AFS product, and made a copy of the source available for community development and maintenance. They called the release OpenAFS. The OpenAFS Foundation is dedicated to fostering the stability and growth of OpenAFS by providing strategic direction and aiming to raise money to support the development and maintenance of OpenAFS",https://www.openafs.org/gsoc/project-ideas.html,"c, python, javascript, git, tcp/udp","testing, kernel, network, storage, filesystems",https://www.openafs.org/gsoc.html,https://summerofcode.withgoogle.com/programs/2022/organizations/openafs
KDE Community,Control your digital life,"Community of technologists, designers, writers and advocates who work to ensure freedom for all people through our software.",https://community.kde.org/GSoC/2025/Ideas,"c++, qt, qml, data structures","education, science, applications, desktop environment",https://community.kde.org/GSoC,https://summerofcode.withgoogle.com/programs/2022/organizations/kde-community
Internet Health Report,Monitoring the Internet,"The Internet Health Report monitors the conditions of networks that compose the Internet. It aims to provide network operators, policymakers, and other stakeholders, with a better understanding of the Internet's infrastructure and its evolution.",https://github.com/InternetHealthReport/gsoc/blob/main/ideas.md,"python, javascript, apache kafka, VueJS","networking, routing, communication, internet, data analytics",https://github.com/InternetHealthReport/gsoc/blob/main/contributor-guidance.md,https://summerofcode.withgoogle.com/programs/2022/organizations/internet-health-report
The ENIGMA Team,A free rapid game development environment.,"ENIGMA is a game development environment comprising an IDE, Compiler, and Game Engine. ENIGMA is meant to be simple to learn and even simpler to work with. ENIGMA makes it refreshingly easy to stand up simple games. Recreating Atari Pong is a job for a handful of minutes. This is true in many modern engines, but unlike most, ENIGMA scales well to positively enormous games, as the engine (and ultimately, all user code) is written in C++. Users write code in EDL, a language similar to JavaScript (or, more to the point, Game Maker Language) which compiles intermediately to C++. The emitted C++ is optimized based on the game's asset usage, and the result is a C++ game project which can be built by any C++ compiler (we target Clang and GCC). This offers massive portability and library support. The compiler bundles a C++ parser which crawls the engine for definitions. This theoretically allows users to access library routines directly (e.g. OpenGL), though we recommend against this for portability reasons. This framework is another good surface for GSoC projects, though it's more advanced, so we've left it unexplored in our project ideas list. To really understand the utility of the project, consider a typical game, which uses ""rooms"" (a type of ENIGMA asset) to lay out instances of ""objects"" (game entity classes) visually. The objects contain code for specific events (such as step, draw, or keyboard) which can call out to scripts or begin timelines or start movement on paths. ENIGMA's compiler translates this to C++ and builds it against the engine after parsing both to learn how to integrate them.",https://enigma-dev.org/tracker/gsoc.php,"opengl, c++, qt5, recursive-descent","graphics, game development, compiler, programming, game design",,https://summerofcode.withgoogle.com/programs/2022/organizations/the-enigma-team
LEAP Encryption Access Project,Privacy should not be a priviledge,"We built a simple, easy-to-use VPN. We work with trusted service providers to build and brand their VPN service. All aspects of LEAP’s VPN, the server side and the application, are 100% open source and available on Android, Windows, Mac and Linux. We integrate and develop circumvention mechanisms to ensure users world wide can access our service.",https://leap.se/software/wishlist/,"java, golang, qt5, docker, ansible","privacy, vpn, Circumvention",https://leap.se/software/gsoc/,https://summerofcode.withgoogle.com/programs/2022/organizations/leap-encryption-access-project
Open Bioinformatics Foundation (OBF),Open Source & Open Science in biological research,"The Open Bioinformatics Foundation (OBF) is a non-profit, volunteer-run group dedicated to promoting the practice and philosophy of Open Source software development and Open Science within the biological research community. Our main activities are: running and supporting the BOSC conferences; organizing and supporting developer-centric ""Hackathon"" events; participating in the Google Summer of Code program on behalf of our member projects as an umbrella mentoring organization; managing servers, colocation facilities, bank account, domain names, and other assets for the benefit of our member projects; public opinion and policy statements about matters related to Open Source and Open Science in bioinformatics. The Foundation does not participate directly in the development or structure of the open source work, but as the members of the foundation are drawn from our projects' developer communities, there is clear commonality of direction and purpose. The OBF is governed by a Board of Directors. Our bylaws lay out how the Board is elected, holds public meetings, and conducts its business, as well as the scope and role of our membership. OBF is an associated project with Software In The Public Interest, Inc., a fiscal sponsorship organization, and through SPI we can accept tax-exempt charitable donations. The OBF is open to anyone who is interested in promoting open source bioinformatics / open science. Please see the Membership page (https://www.open-bio.org/membership/) for more information.",https://www.open-bio.org/events/gsoc/gsoc-project-ideas/,"python, javascript, c++, html/css, Git/GitHub","open science, genomics, bioinformatics, workflows, Open Source Bioinformatics",https://www.open-bio.org/events/gsoc/gsoc-guide/,https://summerofcode.withgoogle.com/programs/2022/organizations/open-bioinformatics-foundation-obf
Mayor's Office of New Urban Mechanics,Exploring new approaches to civic life.,"The City of Boston's Department of Innovation and Technology engages, empowers, and improves life for residents in the City through technology. Our team makes sure the networks, computers, and systems that support the City are secure and effective. We also manage the City’s websites and technologies focused on service delivery.",https://monum.github.io/gsoc-2023/,"python, javascript, ruby, tensorflow","web, machine learning, gis, civic tech, analytics",https://monum.github.io/gsoc-2023/guidance,https://summerofcode.withgoogle.com/programs/2022/organizations/mayors-office-of-new-urban-mechanics
CGAL Project,C++ library of computational geometry,"CGAL is a software library that offers a number of reliable geometric data structures and algorithms. CGAL components operate in 2D and 3D, and sometime in arbitrary dimensions. Examples of components include convex hulls, convex decomposition, Delaunay triangulations, Voronoi diagrams, polygonal surface mesh data-structures, mesh generation, Boolean operations, envelope computations, intersection detection, surface reconstruction, and subdivision surfaces. CGAL is used in a variety of application domains such as CAD/CAM (computer aided design and modeling), GIS (geographic information systems), geophysics, image processing, molecular biology, robotics, motion planning, and graphics. CGAL is written in C++ and rigorously adheres to the generic-programming paradigm. CGAL became an Open Source project in 2003. Most of CGAL is under the GPL v3+ license, and some core parts are under the LGPL v3+. The semi-annual releases have currently about 10,000 downloads. CGAL is commercially supported by the spin-off company GeometryFactory.",https://github.com/CGAL/cgal/wiki/Project-Ideas,"c++, qt","geometry, mesh processing, computation geometry, geometry processing",https://github.com/CGAL/cgal/wiki/Project-Ideas#information-candidates-should-supply,https://summerofcode.withgoogle.com/programs/2022/organizations/cgal-project
"Department of Biomedical Informatics, Emory University",Biomedical research to advance healthcare,"Biomedical Informatics is a multidisciplinary field that is motivated by our desire to improve diagnosis, clinical care, and human health, through novel computational approaches to use (and learn from) biomedical and clinical data. We use our expertise in computer science and informatics by developing various enabling tools, technologies, and algorithms to solve specific biomedical and clinical applications. And in doing so help advance our understanding of disease and treatment, and also develop useful software and applications. Members of the department work in a variety of areas that range from machine learning, healthcare middleware that leverages cloud computing, clinical information systems, clinically oriented image analysis, and biomedical knowledge modeling. The driving applications for the various ongoing projects include cancer research, organ transplant, HIV, medical imaging, radiation therapy, and clinical data analytics. All development work that is undertaken is free and open-source. We have had a diverse set of successful GSoC projects in the past. In previous years, GSoC contributors have worked on diverse projects such as: geospatial systems for exploring microscopy environments that leveraged Hadoop; GPU accelerated pipelines for computational analysis of digitized biopsies; interactive visualization platforms for viewing massive images (>1GB); systems for data agnostic sharing of biomedical research datasets; Apache Drill based data integration and de-duplication platform for SQL and NoSQL databases; CNN based high throughput analysis of digitized biopsies; A GUI for Tensorflow; integrated architectures for biomedical data integration and federation; and information visualization of heterogeneous medical data. Many of these projects have been published in reputable journals and presented at major conferences. Some of the projects proved to be so successful that they were adopted in major national/international biomedical research initiatives.",https://github.com/NISYSLAB/Emory-BMI-GSoC/?tab=readme-ov-file#list-of-ideas,"python, javascript, java, bash, Colab","cloud, data integration, workflows, data security, ML/AL",https://github.com/NISYSLAB/Emory-BMI-GSoC/blob/main/CONTRIBUTOR-GUIDANCE.md,https://summerofcode.withgoogle.com/programs/2022/organizations/department-of-biomedical-informatics-emory-university
Haskell.org,Purely functional programming language,"Haskell is an advanced, general-purpose, purely functional programming language. It has a strong, static type system with Hindley-Milner type inference. The language natively supports lazy evaluation, and lets you track side effects in the type system. This leads to a concise and declarative style of programming, which differs quite a bit from conventional languages. By controlling side effects and working with immutable data, the programmer can avoid whole classes of bugs. Haskell generally compiles to fast, native code, but it can also be compiled to other targets like JavaScript (through GHCJS) or LLVM. In Google Summer of Code, we attempt to improve not only the language, but the whole ecosystem. This includes (aside from the language itself): - Compilers - Commonly used libraries - Commonly used applications written in Haskell - Profilers, debuggers and other tools - Package managers and infrastructure We have compiled an ideas list together with long-time Haskell users, compiler contributors and researchers, and as such we believe these are important projects for the industry and academia both.",https://summer.haskell.org/ideas.html,"haskell, ghc","compilers, programming languages, functional programming, programming tools",https://summer.haskell.org/tips.html,https://summerofcode.withgoogle.com/programs/2022/organizations/haskellorg
FreeType,FreeType is a software library to render fonts.,"FreeType is a freely available software library to render fonts. It is written in C, designed to be small, efficient, highly customizable, and portable while capable of producing high-quality output (glyph images) of most vector and bitmap font formats. Some products that use FreeType for rendering fonts on screen or on paper, either exclusively or partially: • GNU/Linux and other free Unix operating system derivates like FreeBSD or NetBSD; • iOS, Apple's mobile operating system for iPhones and iPads; • Android, Google's operating system for smartphones and tablet computers; • ChromeOS, Google's operating system for laptop computers; • ReactOS, a free open source operating system based on the best design principles found in the Windows NT architecture; • Ghostscript, a PostScript interpreter used in many printers. Counting the above products only, you get more than a *billion* devices that contain FreeType.",https://freetype.org/gsoc.html,"c, autotools, meson","library, rendering, fonts, opentype, truetype",https://freetype.org/gsoc.html,https://summerofcode.withgoogle.com/programs/2022/organizations/freetype
JBoss Community,Community of projects around JBoss Middleware,"JBoss Community is a community of open source projects. The community hosts a diverse set of projects that are written in various programming languages. The primary language is Java, however there are also projects that are written in Go, Rust, Ruby, PHP, Node and other languages. Project categories range from application servers, microservices, IOT, cloud technologies, web frameworks et cetera",https://spaces.redhat.com/display/GSOC/Google+Summer+of+Code+2025+Ideas,"java, react, golang, cloud","artificial intelligence, iot, cloud, microservices, kubernetes",https://spaces.redhat.com/display/GSOC/Google+Summer+of+Code+-+contributor+guide,https://summerofcode.withgoogle.com/programs/2022/organizations/jboss-community
Processing Foundation,To empower all people to learn to program,"Our mission is to promote software learning within the arts, artistic learning within technology-related fields, and to celebrate the diverse communities that make these fields vibrant, liberatory, and innovative. Our goal is to support people of all backgrounds in learning how to program and make creative work with code, especially those who might not otherwise have access to tools and resources. We also believe that some of the most radical futures and innovative technologies are being built by communities that have been pushed to the margins by dominant tech. We hope to support those who have been marginalized by technology in continued self-determination by providing time, space, and resources. We work toward our goals by developing and distributing a group of related software projects, which includes Processing (Java), p5.js (JavaScript), and p5.js Editor (JavaScript), and by facilitating partnerships and collaborations with allied organizations and individuals to build a more diverse community around software and the arts.",https://github.com/processing/Processing-Foundation-GSoC/wiki/Project-Ideas-List-(GSoC-2025),"javascript, java, typescript, webgl, GitHub Actions","education, web, graphics, creative coding, design",https://github.com/processing/Processing-Foundation-GSoC,https://summerofcode.withgoogle.com/programs/2022/organizations/processing-foundation
Eclipse Foundation,The Global Open Source Foundation,"The Eclipse Foundation provides our global community of individuals & organizations with a mature, scalable, and business-friendly environment for OSS collaboration and innovation. Eclipse is an open source community that's focused around key principles of transparency, openness, and vendor neutrality: the work that we do is done in a manner that can be observed by anybody with an interest; project teams welcome new ideas, and invites others to participate; and vendor neutrality ensures that no single vendor can dominate a project and that everybody plays by the same set of rules (a so-called ""level playing field""). Naturally, Eclipse projects are also all about the code. With over three hundred and sixty (https://projects.eclipse.org/) open source projects covering a diverse set of of technologies, there's something here for everybody. Eclipse projects build technology in areas such as Internet of Things (https://projects.eclipse.org/technology-type/internet-things), Programming Languages and IDE (https://projects.eclipse.org/technology-type/language), and Runtimes (https://projects.eclipse.org/technology-type/runtime) like Jetty and EE4J (http://www.eclipse.org/ee4j) (currently known as Java EE). For those students interested in research, we have an entire working group focused on Science (https://projects.eclipse.org/projects/science) where researches from some of the world's most prestigious labs do open source development to support their research areas.",https://gitlab.eclipse.org/eclipsefdn/emo-team/gsoc-at-the-ef/-/issues/?sort=due_date&state=opened&label_name%5B%5D=Project%20Idea&label_name%5B%5D=GSoC%202025&first_page_size=50,"java, rtos, eclipsejavaide, jakartaee, softwaredefinedvehicles","robotics, automotive, tools, cloud native java, iot & edge",https://gitlab.eclipse.org/eclipsefdn/emo-team/gsoc-at-the-ef/-/blob/main/README.md,https://summerofcode.withgoogle.com/programs/2022/organizations/eclipse-foundation
Oppia Foundation,"Free platform for interactive, tutor-like lessons","The Oppia project aims to empower learners across the globe by providing access to high-quality, engaging education. We envision a world where access to high-quality education is not a privilege but a human right. The team works on two platforms: (a) Oppia Web, which provides an online learning tool that enables anyone to learn from effective and engaging interactive lessons (called 'explorations'), which simulate a one-on-one conversation with a tutor. This format makes it possible for students to learn by doing while getting feedback. The Oppia Web platform also provides the infrastructure needed to support lesson creation and translation. (b) Oppia Android, which provides a way for these lessons to be played offline on an Android app that supports low-end devices and does not require Internet connectivity. As a community, we are also aware that millions of students in underserved communities lack access to the educational resources necessary to effectively learn key skills like basic numeracy. Thus, in addition to developing the Oppia platform, the team has launched and continues to develop a set of free and effective lessons on basic mathematics, supplemented by translations and voiceovers. Students using these lessons have shown strong improvements between pre-and post-tests, and we’ve received lots of positive feedback on them. We are planning to extend this offering to other subjects, based on what students (and the nonprofits working with them) tell us would be most useful.",https://github.com/oppia/oppia/wiki/Google-Summer-of-Code-2025#oppias-project-ideas-list,"python, google app engine, angular, typescript, Apache Beam","education, web, ai, nonprofit, social impact",https://github.com/oppia/oppia/wiki/Google-Summer-of-Code-2025#getting-started,https://summerofcode.withgoogle.com/programs/2022/organizations/oppia-foundation
syslog-ng,"Enhanced log daemon, w/ wide range of I/O methods","Why syslog-ng? With syslog-ng, you can collect logs from a wide range of sources, process them in near real-time and deliver them to a wide variety of destinations. syslog-ng allows you to flexibly collect, parse, classify, and correlate logs from across your infrastructure (even from routers, embedded systems) and store or route them to log analysis tools. By integrating with big data tools it is possible to deliver log messages to Kafka and Elasticsearch, even store logs in HDFS. syslog-ng not only supports legacy BSD syslog (RFC3164) and the enhanced RFC5424 protocols but also JavaScript Object Notation (JSON) and journald message formats. Working with unstructured data? That's not a problem: syslog-ng comes with a set of built-in parsers, which you can combine to build very complex things. Even if you need to collect logs from a diverse range of sources, syslog-ng's PatternDB allows you to correlate events together and transform them into a unified format. If you need to store your log messages in a database, you don't need to look any further! We have SQL (MySQL, PostgreSQL,Oracle), MongoDB. We also support inserting messages into Redis. syslog-ng supports the Advanced Message Queuing Protocol (AMQP) and the Simple Text Oriented Messaging Protocol (STOMP) too, with more in the pipeline. syslog-ng supports sending messages to HTTP/REST services natively Want to deliver log messages to new systems, that are not supported by any of the log management systems, then you can easily integrate it with syslog-ng by a few lines of Python code implementing a new destination. Not only destinations could be implemented, but other items of the processing pipeline (e.g.: filter, parser, etc) and not only in Python language but also in Java.",https://github.com/syslog-ng/syslog-ng/wiki/GSoC2022-Idea-&-Project-list,"c, python, sql, elasticsearch, kafka","cloud, data processing pipeline, reliable log transfer, logging, high-performance data processing",https://github.com/syslog-ng/syslog-ng/wiki/GSoC2022-Student-Guideline,https://summerofcode.withgoogle.com/programs/2022/organizations/syslog-ng
OpenStreetMap,Create and distribute free geodata for the world,"OpenStreetMap is a crowdsourcing project that creates and distributes free geographic data for the world. Our data is collected by hundreds of thousands of contributors around the globe and released with an open-content license. We allow free access not only to our map products, but all the underlying map data, which powers websites and apps used by billions of people worldwide. OSM data can be freely used in both open and closed source software, and has attracted many commercial users. Still, the success of OSM wouldn't be possible without open source software and volunteer developers. The database, website and API running on our own servers, the editing tools used by contributors to improve the map, and many of the most popular libraries and end-user applications within the OSM software ecosystem are all open source software, and developed through a community-driven process. As our Google Summer of Code participation spans this diverse set of software projects, most of which are maintained as independent efforts under the OSM umbrella, contributors will encounter a wide range of programming languages, paradigms and use cases. We hope that we have interesting challenges to offer for any developer, no matter their background!",https://wiki.openstreetmap.org/wiki/Google_Summer_of_Code/2025/Project_ideas,"python, javascript, java, c++, rust","databases, web, ui, geodata",https://wiki.openstreetmap.org/wiki/Google_Summer_of_Code/2025,https://summerofcode.withgoogle.com/programs/2022/organizations/openstreetmap
Open Robotics,Open source software for robotics,"Supporting the development, distribution, and adoption of open source software for use in robotics research, education, and product development.",https://github.com/osrf/osrf_wiki/wiki/GSoC25,"ros, gazebo, ignition, Open-RMF","robotics, simulation, fleet management",https://github.com/osrf/osrf_wiki/wiki/GSoC25#application-template-for-students,https://summerofcode.withgoogle.com/programs/2022/organizations/open-robotics
Robolectric,Fast unit testing runtime for Android,"Robolectric is a unit testing framework for Android. With Robolectric, your tests run in a simulated Android environment inside a JVM, without the overhead and flakiness of an emulator. Robolectric also offers a rich set of testing APIs that are not available in the Android framework.",https://docs.google.com/presentation/d/1Wyqkef0bK3c9EbZzTdFw7S9Hx5-fq9iRgNbVWozQ2q0/edit#slide=id.p,"android, java, jvm, asm","testing, mobile",http://robolectric.org/contributing/,https://summerofcode.withgoogle.com/programs/2022/organizations/robolectric
The Tor Project,Defend yourself against tracking and surveillance.,"We believe everyone should be able to explore the internet with privacy. We are the Tor Project, a 501(c)(3) US nonprofit. We advance human rights and defend your privacy online through free software and open networks.",https://gitlab.torproject.org/tpo/team/-/wikis/GSoC,"c, python, web, rust","security, privacy, anti-censorship, Human Rights, Surveillance",https://gitlab.torproject.org/tpo/team/-/wikis/How-To-Apply-to-Google-Summer-of-Code,https://summerofcode.withgoogle.com/programs/2022/organizations/the-tor-project
LibreOffice,LibreOffice is a free and open source office suite,"LibreOffice is a modern Free & Open Source Office suite, one of the largest open source projects, and used by millions of users worldwide. LibreOffice is compatible with many file formats like Microsoft® Word, Excel, PowerPoint and Publisher. At its heart though, LibreOffice is built around an open standard, the OpenDocument Format, as its native file format. LibreOffice is developed by users who, just like you, believe in the principles of Free Software and in sharing their work with the world in non-restrictive ways. The development of LibreOffice is supported by The Document Foundation which provides the infrastructure for the project. We believe that users should have the freedom to run, copy, distribute, study, change and improve the software that we distribute. While we do offer no-cost downloads of the LibreOffice suite of programs, Free Software is first and foremost a matter of liberty, not price. We campaign for these freedoms because we believe that everyone deserves them. Though the members of our community hail from many different backgrounds, we all value personal choice and transparency, which translates practically into wider compatibility, more utility, and no end-user lock-in to a single product. We believe that Free Software can provide better-quality, higher-reliability, increased-security, and greater-flexibility than proprietary alternatives. LibreOffice is a large project (approx. 6MLOC), which makes it interestingly complex, but at the same time, provides a place for all sorts of contribution & skills. The community behind LibreOffice is the heart of the project, without which we would not have the resources to continue developing our software. The passion and drive that every individual brings to the community results in collaborative development that often exceeds our own expectations. With tons of different roles in the project, we invite everyone to join us in our work and help us to make LibreOffice known, prosper, and accessible to all.",https://wiki.documentfoundation.org/Development/GSoC/Ideas,"python, java, c++","office suite, desktop application, end user application",https://wiki.documentfoundation.org/Development/GSoC/2025#How_to_apply,https://summerofcode.withgoogle.com/programs/2022/organizations/libreoffice
Blender Foundation,The Freedom to Create,"Blender is a free and open source 3D creation suite, providing individuals and small teams a complete pipeline for 3D graphics, modeling, animation and games. Blender is being made by 100s of active volunteers from all around the world; by studios and individual artists, professionals and hobbyists, scientists and students, vfx experts and animators, and so on. All of them are united by an interest to have access to a fully free/open source 3D creation pipeline. Blender Foundation supports and facilitates these goals - even employs a staff for that - but fully depends on the online community to achieve it.",https://developer.blender.org/docs/programs/gsoc/ideas/,"c, python, opengl, c++, vulkan","games, graphics, 3d, rendering, animation",https://developer.blender.org/docs/programs/gsoc/,https://summerofcode.withgoogle.com/programs/2022/organizations/blender-foundation
Homebrew,The Missing Package Manager for macOS (or Linux),"Homebrew is a package manager for software that isn't provided by the OS. Homebrew installs packages to their own directory and then symlinks their files into /usr/local (on macOS Intel). Homebrew won’t install files outside its prefix and you can place a Homebrew installation wherever you like. Homebrew is written in Ruby and is designed to be easy to use, easy to develop with and easy to contribute to.",https://github.com/homebrew/gsoc#2022-ideas,"linux, ruby, macos","linux, package manager, macos",https://github.com/Homebrew/gsoc#application-instructions,https://summerofcode.withgoogle.com/programs/2022/organizations/homebrew
Wikimedia Foundation,Brings free educational content to the world,"Wikimedia strives to bring about a world in which every single human being can freely share in the sum of all knowledge; through various projects, chapters, and the support structure of the non-profit Wikimedia Foundation. Wikimedia officially supports 13 projects, including Wikipedia, the seventh most popular site on the internet. Wikipedia receives over 20 billion global page views every month and is available in over 300 languages. The tech behind it ensures that our projects are fast, reliable, and open to all. We design and build the open-source technology that powers Wikimedia projects from hosting Wikipedia to creating edit-checking artificial intelligence (AI). Community volunteers and Foundation technologists collaborate on MediaWiki, which makes sharing free knowledge possible. Read more about Wikimedia on our homepage.",https://www.mediawiki.org/wiki/Google_Summer_of_Code/2023,"python, javascript, html, php, css","semantic web, wikipedia, wikimedia, mediawiki, i18n",https://www.mediawiki.org/wiki/Google_Summer_of_Code/Participants#Application_process_steps,https://summerofcode.withgoogle.com/programs/2022/organizations/wikimedia-foundation
Liquid Galaxy project,We code immersive and interactive aps with G Earth,"Liquid Galaxy is a remarkable panoramic system that is tremendously compelling. It started off as a Google 20% project to run Google Earth across a small cluster of PC's and it has grown from there! Liquid Galaxy hardware consists of one or more computers driving multiple displays. Liquid Galaxy applications have been developed using a master/slave architecture. The view orientation of each slave display is configured in reference to the view of the master display. Navigation on the system is done from the master instance and the location on the master is broadcast to the slaves over UDP. The slave instances, knowing their own locations in reference to the master, then change their views accordingly. The Liquid Galaxy Project, while making use of Google Earth software, does not develop the Google Earth code-base itself. Google Earth is not open-source software, although it is free (as in beer). Instead, the Liquid Galaxy Project works on extending the Liquid Galaxy system with open-source software both improving its administration and enabling open-source applications, so that content of various types can be displayed in the immersive panoramic environment. Artificial Intelligence focus: 2023 was the AI year, and as the mainstream market demands, 2024 and the coming years will still be a very hot topic. At the Liquid Galaxy community, we’ve been using AI for years to obtain data to be shown on Google Earth for our projects, using TensorFlow and more. Last year we made some specific advances incorporating an Artificial Intelligence server inside our rig LAN, managing with dockers the different projects, implementing local models for different functionalities, and having artificial voices in our system. Also last year we incorporated Google’s Mediapipe-based project Gameface to be able to control the Liquid Galaxy just with your face! This year also we’ll allow the use of Cloud-based services, like Google’s models Gemini and Palm2.",https://www.liquidgalaxy.eu/2024/11/unique-post-for-gsoc-2025-at-liquid.html,"linux, android, nodejs, flutter, Google Earth","visualization, artificial intelligence, networking, maps, ux",https://www.liquidgalaxy.eu/2023/09/google-summer-of-code-2024-unique-post.html#master-proposal,https://summerofcode.withgoogle.com/programs/2022/organizations/liquid-galaxy-project
Purr Data,Realtime Audio/Visual Programming Environment,"Purr Data is a visual programming language with an emphasis on generating sound, video, 2D/3D graphics, and connecting through sensors, input devices, and MIDI as well as OSC devices. It has an HTML5 frontend. It also has realtime DSP backend written in C which can run natively or in the browser. Purr Data has a special emphasis on generating audio and/or video in real time, with low latency. Much of its design focuses on receiving, manipulating, and delivering high-quality audio signals. Specifically, the software addresses the problem of how to do this efficiently and reliably on general purpose operating systems like macOS, Windows, Debian, etc.-- i.e., systems designed mainly for multi-tasking. Purr Data can easily work over local and remote networks. It can be used to integrate wearable technology, motor systems, lighting rigs, and other equipment. Purr Data is also suitable for learning basic multimedia processing and visual programming methods, as well as for realizing complex systems for large-scale projects.",https://git.purrdata.net/jwilkes/summer-of-code-ideas-list,"c, javascript, html5, Emscripten","web, graphics, audio, realtime",https://git.purrdata.net/jwilkes/summer-of-code-ideas-list/-/blob/master/student_app.md,https://summerofcode.withgoogle.com/programs/2022/organizations/purr-data
